Location,Crime_Type,Time,DateOccurred,Investigation Status,CrimeCode,Comments
KAMLA MARKET,theft,04:24,2020-03-20,Closed,C5284,-
UTTAM NAGAR,robbery,06:35,2020-06-02,Closed,Unknown,Missing information
SEELAMPUR,gangrape,14:46,2020-01-05,Under Investigation,C9890,-
MANGOLPURI,assualt murders,07:20,2020-04-25,Open,C1362,-
WELCOME,gangrape,01:45,2020-02-21,Open,C4816,-
KIRTI NAGAR,sexual harassement,01:38,2019-07-27,Open,C2782,-
SEEMAPURI,gangrape,07:05,2020-01-01,Open,C2537,-
TUGLAK ROAD,assualt murders,15:13,2020-04-23,Closed,C1204,-
SAROJINI NAGAR,robbery,18:27,2020-01-08,Under Investigation,C5144,-
GANDHI NAGAR,rape,08:40,2019-07-31,Closed,C7748,-
KALYANPURI,robbery,07:07,2019-09-18,Closed,C4154,-
MALVIYA NAGAR,robbery,06:58,2020-04-13,Unknown,C5852,Missing information
ANANDVIHAR,robbery,18:13,2019-08-25,Closed,C8630,-
PATEL NAGAR,murder,10:26,2020-02-29,Under Investigation,C7967,-
SAGARPUR,gangrape,07:57,2020-01-01,Open,C5205,-
MUKHERJI NAGAR,sexual harassement,23:49,2020-01-06,Under Investigation,C5203,-
KESHAV PURAM,gangrape,02:49,2020-03-14,Open,C9151,-
NEW ASHOK NAGAR,sexual harassement,19:55,2019-09-13,Under Investigation,C9274,-
DWARKA NORTH,gangrape,07:44,2019-07-16,Open,C1295,Missing information
JANAK PURI,assualt murders,08:02,2019-10-09,Closed,C4322,-
MUNDKA,rape,07:34,2019-12-30,Under Investigation,C5951,-
MANDAWALI,murder,16:29,2020-03-08,Open,C3367,-
RAJOURI GARDEN,theft,05:19,2020-01-28,Under Investigation,C6013,-
GOKULPURI,assualt murders,13:17,2020-04-29,Under Investigation,C7995,Missing information
RAJOURI GARDEN,rape,10:24,2020-04-09,Open,C5950,-
SAGARPUR,assualt murders,05:39,2020-06-16,Under Investigation,C3334,-
GULABIBAGH,rape,02:25,2019-09-04,Closed,C2690,-
I.P. ESTATE,theft,13:52,2019-10-08,Open,C1574,-
CHITRANJAN PARK,sexual harassement,01:23,2020-06-10,Open,C8426,-
LODHI COLONY,gangrape,11:40,2020-03-22,Open,C5396,-
DWARKA NORTH,murder,07:13,2020-05-30,Under Investigation,C7104,-
DEFENCE COLONY,gangrape,23:14,2020-05-26,Closed,C5047,-
TILAK NAGAR,sexual harassement,15:39,2020-06-01,Open,C5674,-
TILAK MARG,sexual harassement,05:15,2020-02-21,Unknown,Unknown,Missing information
MALVIYA NAGAR,sexual harassement,00:02,2020-03-13,Under Investigation,C8851,-
BINDAPUR,robbery,11:31,2019-08-24,Open,C4472,-
PANDAV NAGAR,robbery,21:36,2020-01-04,Under Investigation,C9244,-
JAHANGIR PURI,gangrape,14:45,2020-04-20,Closed,Unknown,Missing information
PALAM VILLAGE,murder,06:46,2019-10-10,Under Investigation,C1156,-
PASCHIM VIHAR,murder,01:49,2020-06-08,Open,C1051,-
MADHUVIHAR,murder,18:09,2019-12-20,Open,C9898,Missing information
BHARAT NAGAR,sexual harassement,14:36,2020-04-29,Closed,C1616,-
H. N. DIN,sexual harassement,05:01,2020-02-03,Open,C1301,-
SARITA VIHAR,theft,07:27,2020-02-02,Closed,C2223,-
CONNAUGHT PLACE,rape,06:32,2019-09-22,Open,C5030,Missing information
D.B.G ROAD,gangrape,15:21,2020-03-20,Under Investigation,C4096,-
CHANAKYAPURI,sexual harassement,03:51,2019-12-23,Closed,C7583,-
SHAHDARA,rape,01:43,2019-09-10,Open,C3247,-
KRISHNA NAGAR,theft,05:30,2020-05-16,Under Investigation,C8460,Missing information
BARAKHAMBA ROAD,theft,06:49,2019-08-15,Open,C2142,-
TIMARPUR,theft,17:45,2020-01-31,Open,C5119,-
KHYALA,theft,07:14,2019-11-21,Under Investigation,C6657,-
MUNDKA,theft,03:20,2019-07-28,Open,C6627,-
BAWANA,theft,23:59,2020-04-18,Closed,C8504,-
AMAR COLONY,rape,22:46,2020-04-09,Closed,C6500,-
VIJAY VIHAR,sexual harassement,19:49,2019-10-27,Under Investigation,C4986,-
KASHMERE GATE,murder,16:02,2019-09-06,Open,C9763,-
MANDIR MARG,gangrape,13:28,2019-07-21,Open,C2853,-
BEGUM PUR,theft,00:45,2020-03-13,Closed,C2802,-
LODHI COLONY,robbery,09:17,2019-07-17,Closed,C8201,Missing information
KAROL BAGH,assualt murders,19:25,2020-01-23,Under Investigation,C8669,Missing information
MAHENDRA PARK,theft,04:18,2019-10-23,Under Investigation,C7596,-
JANAK PURI,theft,19:53,2019-08-02,Open,C5295,-
BADAR PUR,assualt murders,07:15,2019-12-28,Under Investigation,C1433,-
MANDAWALI,murder,08:08,2020-01-15,Closed,C2249,-
BINDAPUR,assualt murders,03:44,2020-06-20,Closed,C9690,-
GHAZIPUR,rape,18:30,2020-05-30,Open,C8338,-
NARAINA,robbery,22:14,2020-05-01,Under Investigation,C7527,-
ASHOK VIHAR,assualt murders,11:07,2019-09-15,Under Investigation,C7381,Missing information
DELHI CANTT,sexual harassement,05:29,2019-10-24,Closed,Unknown,Missing information
ANAND PARBAT,theft,03:02,2020-01-11,Open,C4178,-
HARSH VIHAR,theft,23:32,2019-12-13,Closed,C9685,-
MANGOLPURI,gangrape,14:07,2019-07-09,Unknown,C9252,Missing information
PALAM VILLAGE,assualt murders,07:29,2019-10-18,Unknown,Unknown,Missing information
RAJINDER NAGAR,theft,12:15,2019-08-03,Under Investigation,C2633,-
NANGLOI,murder,17:40,2020-06-07,Open,C8842,-
NANDNAGARI,gangrape,19:23,2019-11-05,Unknown,C9898,Missing information
ADRASH NAGAR,assualt murders,17:46,2019-07-10,Open,C2584,Missing information
ANANDVIHAR,theft,16:17,2020-02-10,Closed,C2188,-
MUKHERJI NAGAR,murder,15:44,2019-09-05,Under Investigation,C7867,-
KOTALA MUBARAK PUR,rape,08:54,2020-01-24,Under Investigation,C5796,-
MODEL TOWN,assualt murders,23:54,2019-11-07,Open,C6781,-
JYOTI NAGAR,assualt murders,11:48,2020-06-09,Closed,C8671,-
DEFENCE COLONY,robbery,19:59,2019-08-09,Under Investigation,C3711,-
BHAJANPURI,theft,06:42,2019-08-21,Under Investigation,C7404,-
HAUZ KHAS,gangrape,22:23,2019-11-07,Closed,C2529,-
MAYA PURI,rape,22:28,2019-06-27,Under Investigation,C7670,-
RAJOURI GARDEN,rape,00:18,2020-05-03,Open,C4717,-
HAUZ KHAS,assualt murders,00:30,2019-06-29,Under Investigation,C2613,-
MADHUVIHAR,rape,05:52,2019-09-04,Open,C7736,-
BURARI,robbery,20:23,2019-07-23,Under Investigation,C6827,-
ROOP NAGAR,rape,11:02,2020-06-04,Under Investigation,C6440,-
OKHLA,murder,09:20,2019-12-20,Open,C1837,Missing information
VIKAS PURI,robbery,11:23,2019-11-14,Unknown,Unknown,Missing information
CHANAKYAPURI,robbery,19:34,2020-01-27,Closed,C5646,-
TILAK NAGAR,murder,22:12,2019-10-27,Closed,C3311,-
JAMA MASJID,theft,06:28,2019-10-17,Open,C4750,-
MAURYA ENCLAVE,rape,23:07,2019-11-18,Closed,C4486,-
PALAM VILLAGE,murder,04:49,2019-09-24,Open,C9450,-
DELHI CANTT,gangrape,19:16,2019-08-20,Under Investigation,C5298,-
RAJINDER NAGAR,assualt murders,17:02,2020-03-07,Under Investigation,C4644,Missing information
KN KATJU MARG,murder,07:04,2019-07-03,Open,C2194,-
INDERPURI,robbery,13:48,2019-11-18,Closed,Unknown,Missing information
SAGARPUR,sexual harassement,03:18,2019-07-21,Closed,C6779,Missing information
AMAR COLONY,sexual harassement,07:52,2019-08-10,Closed,Unknown,Missing information
SOUTH CAMPUS,assualt murders,11:28,2020-04-15,Open,C7774,-
HARI NAGAR,robbery,23:20,2019-09-13,Under Investigation,C7129,Missing information
G.T.B. ENCLAVE,gangrape,03:55,2019-08-11,Open,C3657,-
KALKAJI,rape,13:05,2019-08-02,Closed,C2853,-
BARA HINDU RAO,gangrape,00:38,2019-07-20,Under Investigation,C9995,-
JAMA MASJID,robbery,17:45,2019-08-24,Under Investigation,C8732,-
SADAR BAZAR,rape,06:46,2020-04-19,Under Investigation,C8523,-
NARELA,murder,23:51,2019-11-10,Closed,C5150,-
KAMLA MARKET,gangrape,19:20,2019-08-03,Under Investigation,C3767,-
WELCOME,assualt murders,17:38,2019-09-05,Open,C5299,Missing information
MANGOLPURI,murder,00:12,2020-06-04,Closed,C7015,-
SHAHBAD DAIRY,theft,23:50,2019-07-15,Closed,C4753,-
CHANDNI MAHAL,murder,12:39,2019-10-16,Open,Unknown,Missing information
PALAM VILLAGE,gangrape,03:50,2020-04-08,Open,C3119,-
NARELA,sexual harassement,21:24,2020-03-21,Open,Unknown,Missing information
PALAM VILLAGE,sexual harassement,04:31,2020-06-19,Closed,C1893,-
NEW USMANPUR,sexual harassement,16:57,2020-05-03,Closed,C6715,-
NEW FRIENDS COLONY,rape,11:58,2020-01-16,Closed,C2787,-
SAROJINI NAGAR,theft,10:04,2019-09-17,Open,C5081,-
BHAJANPURI,robbery,17:19,2019-10-30,Under Investigation,C9077,Missing information
MOTI NAGAR,robbery,04:57,2019-08-02,Closed,C2453,-
KRISHNA NAGAR,sexual harassement,14:04,2019-07-21,Under Investigation,C7190,-
JYOTI NAGAR,sexual harassement,22:09,2019-08-18,Unknown,C2946,Missing information
SAFDARJUNG ENCLAVE,sexual harassement,08:29,2019-10-26,Under Investigation,C8790,-
BHAJANPURI,robbery,11:41,2020-04-30,Under Investigation,C1964,-
PALAM VILLAGE,assualt murders,20:11,2020-01-14,Closed,C7314,-
H. N. DIN,robbery,21:11,2020-02-13,Under Investigation,C9643,Missing information
KESHAV PURAM,rape,19:39,2019-09-19,Closed,C9370,-
ZAFRABAD,robbery,01:34,2019-09-21,Open,Unknown,Missing information
VASANT KUNJ SOUTH,murder,04:26,2020-04-23,Under Investigation,C1759,-
AMAN VIHAR,robbery,18:59,2020-05-25,Closed,C8753,Missing information
SAFDARJUNG ENCLAVE,murder,16:07,2019-09-03,Unknown,Unknown,Missing information
LAHORI GATE,robbery,11:51,2020-04-03,Open,C7731,-
SAMAYPURBADLI,gangrape,20:44,2019-11-21,Unknown,C2110,Missing information
BEGUM PUR,assualt murders,04:36,2019-10-01,Open,C2716,-
MUNDKA,theft,19:24,2020-04-28,Closed,C2673,-
KIRTI NAGAR,murder,14:04,2019-07-17,Unknown,C7685,Missing information
MEHRAULI,robbery,23:24,2020-05-15,Open,C3778,-
SAFDARJUNG ENCLAVE,rape,18:31,2020-04-15,Open,C3108,-
BINDAPUR,theft,23:55,2019-12-23,Under Investigation,C5585,-
BABA HARI DAS NAGAR,rape,13:43,2019-09-25,Unknown,Unknown,Missing information
MAHENDRA PARK,assualt murders,01:27,2020-02-17,Open,C1452,-
JAMA MASJID,assualt murders,08:01,2020-03-06,Under Investigation,C3533,-
SWARUP NAGAR,rape,19:12,2020-02-25,Open,Unknown,Missing information
NIHAL VIHAR,rape,03:48,2019-07-21,Closed,C9928,-
RAJINDER NAGAR,rape,17:03,2020-03-21,Closed,C2820,-
AMAN VIHAR,sexual harassement,18:39,2019-10-15,Under Investigation,C9522,-
CHITRANJAN PARK,rape,08:19,2019-08-16,Closed,C4883,-
VIJAY VIHAR,gangrape,04:26,2019-10-08,Open,C9544,-
KASHMERE GATE,robbery,16:43,2019-09-10,Open,C5262,-
ROHINI NORTH,rape,18:58,2020-02-14,Closed,C5784,Missing information
DWARKA NORTH,gangrape,23:14,2019-10-26,Unknown,Unknown,Missing information
PRASHANT VIHAR,rape,04:37,2020-02-04,Under Investigation,C3640,-
HAUZQAZI,sexual harassement,05:51,2019-08-09,Open,C4572,-
DABRI,theft,14:51,2019-06-29,Closed,C2933,-
BAWANA,robbery,17:37,2019-11-13,Open,C1532,Missing information
ALIPUR,robbery,17:39,2020-01-15,Closed,C4818,-
BINDAPUR,theft,19:50,2019-12-29,Closed,C5241,-
SAKET,gangrape,14:55,2020-02-17,Closed,C5290,-
DEFENCE COLONY,robbery,07:02,2020-03-21,Open,C1445,-
HAUZ KHAS,robbery,21:45,2020-03-28,Closed,C1234,-
GOKULPURI,murder,01:14,2019-12-11,Open,C9449,-
MAHENDRA PARK,assualt murders,17:03,2019-12-26,Under Investigation,C2253,-
CONNAUGHT PLACE,gangrape,06:41,2019-08-20,Open,C1206,-
SHAHBAD DAIRY,robbery,14:36,2019-07-18,Unknown,Unknown,Missing information
PANDAV NAGAR,theft,04:41,2019-09-20,Closed,C7101,-
JANAK PURI,robbery,00:15,2019-11-29,Open,C2727,-
SAFDARJUNG ENCLAVE,assualt murders,15:55,2019-12-05,Under Investigation,C2369,-
PARSHAD NAGAR,assualt murders,11:08,2020-03-25,Open,C1575,-
RANI BAGH,gangrape,02:47,2020-04-08,Closed,C7795,-
DARYA GANJ,robbery,01:48,2020-02-12,Unknown,C8251,Missing information
SHAHDARA,murder,17:19,2019-10-23,Open,Unknown,Missing information
BAWANA,sexual harassement,00:15,2019-12-25,Unknown,C9744,Missing information
ANANDVIHAR,gangrape,11:47,2020-01-22,Closed,C1852,-
G.T.B. ENCLAVE,murder,04:34,2019-09-24,Under Investigation,C9761,-
VIVEKVIHAR,sexual harassement,16:17,2020-04-30,Closed,C7831,-
MAYURVIHAR,robbery,20:24,2020-02-12,Open,C6657,-
LODHI COLONY,theft,07:35,2019-11-28,Closed,C7808,-
KAMLA MARKET,rape,02:02,2019-09-05,Closed,C3938,-
KASHMERE GATE,theft,16:32,2020-02-21,Open,C3479,-
BINDAPUR,robbery,10:37,2020-05-15,Under Investigation,C7163,-
SEEMAPURI,robbery,04:17,2020-01-29,Open,C4175,-
HAUZ KHAS,theft,17:45,2019-08-22,Open,C8231,-
KALYANPURI,assualt murders,22:11,2020-06-07,Open,C4393,-
VASANT VIHAR,assualt murders,00:04,2019-11-08,Open,C2401,-
MAHENDRA PARK,rape,02:09,2020-01-23,Closed,C4825,-
PARLIAMENT STREET,gangrape,02:45,2020-03-15,Under Investigation,C8858,-
VASANT KUNJ SOUTH,sexual harassement,04:52,2020-02-20,Closed,C5200,-
BINDAPUR,robbery,08:43,2020-06-02,Open,C4610,-
MAHENDRA PARK,murder,19:51,2019-08-17,Under Investigation,C2118,-
SUNLIGHT COLONY,sexual harassement,23:55,2020-03-23,Open,C5529,-
NEW ASHOK NAGAR,sexual harassement,10:21,2019-12-17,Closed,C3982,-
LAHORI GATE,murder,19:48,2020-02-25,Open,C6967,-
CHHAWLA,sexual harassement,15:59,2019-10-06,Closed,C9635,-
PRASHANT VIHAR,gangrape,06:41,2019-07-16,Open,C4672,-
VASANT KUNJ SOUTH,robbery,00:27,2019-09-14,Under Investigation,C3333,-
BURARI,rape,17:24,2020-06-05,Under Investigation,C4369,-
GOKULPURI,rape,08:40,2019-08-01,Unknown,Unknown,Missing information
JAMA MASJID,rape,00:12,2019-06-29,Under Investigation,Unknown,Missing information
KHYALA,gangrape,13:32,2020-03-06,Open,C4769,-
BAWANA,theft,23:08,2019-11-20,Open,C8015,-
SAGARPUR,theft,11:11,2019-10-21,Under Investigation,Unknown,Missing information
SHAKARPUR,theft,03:47,2019-08-20,Under Investigation,C2217,-
DWARKA SOUTH,gangrape,01:21,2020-04-29,Open,C6479,-
CHITRANJAN PARK,murder,00:06,2019-11-25,Under Investigation,C7668,-
HAUZQAZI,theft,07:08,2020-04-27,Closed,C9124,-
KALYANPURI,sexual harassement,13:20,2020-01-01,Open,C5120,-
LAHORI GATE,murder,02:05,2019-07-28,Open,C1633,-
SEELAMPUR,theft,08:26,2020-05-06,Closed,C1357,-
CONNAUGHT PLACE,rape,10:41,2019-11-19,Open,C7083,-
G.T.B. ENCLAVE,murder,23:24,2020-06-05,Open,Unknown,Missing information
DABRI,sexual harassement,01:17,2020-01-14,Closed,Unknown,Missing information
ROHINI NORTH,rape,07:08,2019-09-06,Under Investigation,C5751,-
PANDAV NAGAR,murder,20:39,2019-11-07,Unknown,Unknown,Missing information
NARELA,theft,21:23,2020-02-03,Closed,C9253,Missing information
TILAK NAGAR,sexual harassement,08:22,2020-03-15,Open,Unknown,Missing information
VASANT KUNJ NORTH,murder,21:22,2020-01-25,Closed,C9761,-
ANANDVIHAR,robbery,17:11,2020-06-15,Under Investigation,C8592,-
SHAHDARA,gangrape,03:47,2019-09-29,Under Investigation,C4455,-
D.B.G ROAD,robbery,03:26,2019-08-16,Closed,C4347,-
ROOP NAGAR,theft,20:11,2019-10-09,Unknown,C2795,Missing information
NEW ASHOK NAGAR,rape,05:56,2019-08-24,Under Investigation,C6139,-
FATEHPUR BERI,theft,13:15,2019-08-25,Under Investigation,C1573,-
CHANAKYAPURI,theft,15:53,2020-06-12,Closed,C3542,-
NEB SARAI,assualt murders,19:16,2019-08-17,Closed,C2627,-
SAMAYPURBADLI,robbery,16:23,2019-06-24,Open,C9117,-
GULABIBAGH,rape,13:09,2020-02-23,Open,C1866,-
KAMLA MARKET,murder,03:18,2020-03-17,Closed,C6471,-
ASHOK VIHAR,robbery,20:00,2019-08-09,Under Investigation,C4233,-
DEFENCE COLONY,assualt murders,15:18,2019-11-05,Open,C6497,-
DARYA GANJ,murder,20:36,2020-01-05,Closed,C9695,-
SAMAYPURBADLI,sexual harassement,13:57,2020-02-03,Open,C8778,-
SWARUP NAGAR,sexual harassement,09:11,2019-10-03,Unknown,Unknown,Missing information
DWARKA NORTH,rape,14:56,2020-05-05,Closed,C7648,-
MAYA PURI,murder,12:01,2019-11-02,Under Investigation,C8416,-
ZAFRABAD,gangrape,06:13,2019-10-29,Closed,C3601,-
SARITA VIHAR,rape,14:45,2020-06-07,Under Investigation,Unknown,Missing information
NIHAL VIHAR,murder,14:23,2020-04-20,Under Investigation,C2220,-
SAMAYPURBADLI,murder,21:28,2020-01-09,Under Investigation,C2414,-
SOUTH CAMPUS,sexual harassement,22:13,2020-05-10,Open,C8990,-
MIANWALI NAGAR,robbery,15:34,2019-07-05,Open,C5357,-
LODHI COLONY,theft,02:31,2019-08-29,Closed,C5666,-
PASCHIM VIHAR,murder,09:30,2020-04-29,Open,C7698,-
MAYURVIHAR,murder,06:53,2019-12-14,Under Investigation,C8143,-
MADHUVIHAR,gangrape,22:18,2019-07-01,Open,C1282,-
MUKHERJI NAGAR,robbery,03:23,2019-11-13,Closed,C9178,-
BHAJANPURI,theft,18:43,2019-08-14,Under Investigation,C6409,-
LAJPAT NAGAR,gangrape,14:43,2020-01-10,Under Investigation,C6225,-
KALYANPURI,rape,21:45,2020-05-02,Unknown,Unknown,Missing information
MAURICE NAGAR,robbery,05:25,2019-11-11,Open,C3807,-
GREATER KAILASH,sexual harassement,21:43,2019-10-13,Under Investigation,C3070,-
MAHENDRA PARK,murder,05:37,2019-10-24,Closed,C6548,-
KALKAJI,theft,16:31,2019-08-18,Open,C6050,-
RAJINDER NAGAR,gangrape,11:36,2019-08-30,Closed,Unknown,Missing information
NEW FRIENDS COLONY,sexual harassement,07:07,2019-12-11,Closed,Unknown,Missing information
SHAHDARA,theft,11:53,2020-03-07,Under Investigation,C4808,-
KALKAJI,sexual harassement,07:20,2019-07-22,Unknown,Unknown,Missing information
SHAHBAD DAIRY,murder,11:28,2019-09-17,Closed,C8202,Missing information
GULABIBAGH,robbery,04:25,2020-06-16,Open,C6914,-
MANSAROVAR PARK,gangrape,01:10,2019-12-25,Closed,C1063,-
SAFDARJUNG ENCLAVE,sexual harassement,21:42,2019-11-13,Closed,C4244,-
JAHANGIR PURI,theft,16:25,2019-12-06,Open,C2807,-
JAMA MASJID,murder,10:38,2020-05-04,Closed,C3597,-
BHARAT NAGAR,rape,16:33,2019-10-08,Closed,C5086,-
RAJOURI GARDEN,assualt murders,07:55,2020-05-23,Open,C7033,-
JAMIA NAGAR,rape,12:09,2019-08-07,Closed,C1857,-
JAMA MASJID,theft,03:33,2019-12-23,Under Investigation,C6314,-
MANGOLPURI,assualt murders,07:16,2019-10-08,Under Investigation,C2095,-
SADAR BAZAR,gangrape,14:01,2020-04-14,Closed,C2918,-
PATEL NAGAR,robbery,17:49,2019-11-22,Under Investigation,C7566,-
LAJPAT NAGAR,theft,07:03,2019-07-12,Unknown,C5838,Missing information
VASANT KUNJ NORTH,murder,16:50,2019-12-30,Closed,C2511,-
DWARKA SEC-23,robbery,02:21,2020-01-13,Open,C2913,-
BARAKHAMBA ROAD,gangrape,04:03,2020-05-10,Under Investigation,C5522,-
BAWANA,assualt murders,09:19,2020-01-19,Unknown,C7705,Missing information
BARAKHAMBA ROAD,assualt murders,20:02,2019-11-03,Closed,Unknown,Missing information
JYOTI NAGAR,sexual harassement,08:14,2020-03-25,Open,Unknown,Missing information
HARSH VIHAR,gangrape,00:02,2019-09-27,Closed,C1655,-
MALVIYA NAGAR,robbery,16:19,2019-10-30,Closed,C2713,-
GREATER KAILASH,robbery,05:02,2020-03-27,Closed,C6425,-
JAMA MASJID,murder,23:42,2020-02-06,Open,C4371,-
KHAJURIKHAS,assualt murders,18:19,2020-04-02,Open,C1463,-
KARAWAL NAGAR,theft,22:02,2019-11-03,Unknown,C2094,Missing information
G.T.B. ENCLAVE,rape,19:44,2020-06-20,Closed,C2174,-
KASHMERE GATE,robbery,13:15,2019-07-25,Open,C1250,-
MAURICE NAGAR,murder,18:03,2019-10-18,Closed,C5098,-
SAROJINI NAGAR,rape,05:17,2019-08-31,Closed,Unknown,Missing information
SUBHASH PLACE,robbery,22:58,2019-12-09,Closed,C2619,-
KIRTI NAGAR,robbery,14:21,2020-03-29,Closed,C6100,-
BARA HINDU RAO,assualt murders,04:25,2019-11-11,Under Investigation,C7514,-
DELHI CANTT,murder,11:29,2020-03-27,Under Investigation,C4595,-
SONIA VIHAR,sexual harassement,08:55,2019-08-16,Open,C1603,Missing information
I.P. ESTATE,gangrape,00:18,2020-02-16,Closed,C3189,-
PRASHANT VIHAR,theft,08:29,2020-03-08,Closed,C5629,-
BAWANA,theft,01:04,2019-09-30,Under Investigation,C6832,-
KHYALA,rape,22:19,2019-06-28,Open,C9237,-
ANANDVIHAR,sexual harassement,03:59,2019-08-13,Under Investigation,C4981,-
VIKAS PURI,sexual harassement,17:06,2019-09-14,Open,C5398,-
VASANT KUNJ NORTH,assualt murders,09:05,2019-07-31,Under Investigation,C9277,-
GOVIND PURI,murder,01:27,2020-04-29,Closed,C3376,-
NARELA,robbery,02:22,2020-02-23,Under Investigation,C7778,-
DELHI CANTT,rape,03:48,2019-07-15,Open,C6753,-
SAMAYPURBADLI,robbery,22:58,2019-11-14,Closed,C6468,-
ASHOK VIHAR,gangrape,06:20,2020-03-03,Open,C9762,-
PANDAV NAGAR,sexual harassement,17:28,2020-06-13,Closed,C5827,-
TILAK NAGAR,theft,22:07,2020-01-25,Open,C5197,-
VIKAS PURI,assualt murders,05:59,2019-11-05,Under Investigation,C4617,-
SUNLIGHT COLONY,robbery,03:24,2019-06-30,Open,C5735,-
RAJOURI GARDEN,sexual harassement,20:56,2019-11-13,Open,C1650,-
JANAK PURI,sexual harassement,13:00,2019-07-08,Open,C5371,-
MAURYA ENCLAVE,assualt murders,04:10,2019-12-07,Closed,C7427,-
VASANT KUNJ SOUTH,gangrape,05:22,2020-02-06,Closed,C8787,-
ALIPUR,rape,18:39,2019-09-16,Closed,C2133,-
LAHORI GATE,assualt murders,11:29,2020-06-08,Under Investigation,Unknown,Missing information
AMAN VIHAR,theft,17:30,2020-01-06,Under Investigation,C4731,-
VASANT VIHAR,gangrape,17:19,2020-05-12,Unknown,C3342,Missing information
GULABIBAGH,assualt murders,13:52,2020-04-02,Open,C3505,-
KN KATJU MARG,gangrape,18:50,2020-06-13,Under Investigation,C4561,-
SAFDARJUNG ENCLAVE,assualt murders,19:22,2020-04-17,Under Investigation,C7494,Missing information
CHANDNI MAHAL,rape,01:59,2020-02-14,Open,Unknown,Missing information
NEW ASHOK NAGAR,sexual harassement,02:56,2020-01-21,Open,C5221,-
RANHOLA,rape,15:32,2020-03-06,Closed,C5908,Missing information
CHITRANJAN PARK,theft,02:24,2019-10-03,Closed,C1145,-
FARASH BAZAR,murder,00:40,2020-01-10,Under Investigation,C8890,-
LAJPAT NAGAR,sexual harassement,15:40,2019-08-27,Under Investigation,C3771,-
KHYALA,robbery,11:25,2019-07-23,Open,C4635,Missing information
GANDHI NAGAR,rape,16:24,2019-10-08,Closed,C5037,-
DWARKA SEC-23,murder,20:57,2019-09-14,Closed,C3112,-
SARAI ROHILLA,murder,12:58,2019-09-11,Closed,C2603,-
BARA HINDU RAO,theft,04:47,2020-06-20,Open,C3712,-
NANGLOI,gangrape,09:30,2019-12-08,Under Investigation,C1998,-
SEELAMPUR,theft,00:46,2020-05-25,Closed,Unknown,Missing information
RANHOLA,rape,13:29,2020-05-12,Closed,C9221,-
ROHINI SOUTH,robbery,18:57,2019-08-14,Closed,C9478,-
KN KATJU MARG,gangrape,22:17,2019-09-26,Under Investigation,C5893,-
MUNDKA,theft,20:45,2020-03-01,Open,C5663,-
PALAM VILLAGE,rape,23:30,2019-07-07,Closed,C6962,-
KALKAJI,gangrape,22:47,2020-06-08,Unknown,C5131,Missing information
VIVEKVIHAR,sexual harassement,11:19,2019-09-17,Closed,C6508,-
NIHAL VIHAR,sexual harassement,13:28,2019-10-19,Open,C3195,-
MANSAROVAR PARK,assualt murders,19:22,2019-11-28,Under Investigation,C5158,-
RAJOURI GARDEN,assualt murders,12:40,2020-03-07,Open,C4042,-
MADHUVIHAR,robbery,07:45,2020-04-20,Under Investigation,C1269,-
KASHMERE GATE,rape,07:44,2020-02-01,Open,C6966,-
PANDAV NAGAR,assualt murders,00:10,2020-05-03,Under Investigation,C9919,-
LODHI COLONY,sexual harassement,20:35,2019-11-12,Under Investigation,Unknown,Missing information
MANDAWALI,assualt murders,06:16,2020-04-30,Unknown,C4630,Missing information
INDERPURI,theft,22:12,2019-12-29,Closed,Unknown,Missing information
SUBHASH PLACE,rape,01:08,2020-03-11,Under Investigation,C9630,-
SONIA VIHAR,robbery,13:38,2019-07-17,Under Investigation,C1632,-
MANDIR MARG,rape,12:10,2019-11-27,Under Investigation,C2837,-
JAHANGIR PURI,theft,00:56,2020-05-21,Closed,C2007,-
PUNJABI BAGH,gangrape,16:37,2019-09-22,Open,C9195,-
SUNLIGHT COLONY,robbery,16:44,2019-12-26,Open,C4807,-
CONNAUGHT PLACE,theft,18:16,2020-01-28,Open,C3470,-
SUBZIMANDI,rape,04:17,2019-12-27,Open,C1480,-
ANANDVIHAR,assualt murders,15:16,2019-07-19,Open,C2636,-
SAROJINI NAGAR,theft,04:18,2020-01-04,Open,C2798,-
BINDAPUR,gangrape,14:07,2020-04-07,Open,C1734,-
VASANT KUNJ SOUTH,gangrape,04:25,2019-09-30,Under Investigation,C3822,-
PUNJABI BAGH,robbery,05:51,2019-08-06,Open,C4421,-
KAMLA MARKET,assualt murders,03:58,2020-01-23,Unknown,C4813,Missing information
MIANWALI NAGAR,sexual harassement,06:47,2019-11-06,Closed,C1730,-
PALAM VILLAGE,murder,01:08,2020-01-11,Closed,C5279,-
GREATER KAILASH,gangrape,07:06,2020-01-15,Closed,C6340,-
JAGATPURI,sexual harassement,14:14,2020-02-26,Closed,C5561,-
HAUZ KHAS,murder,09:21,2019-08-30,Under Investigation,C2230,-
GHAZIPUR,assualt murders,07:41,2020-06-18,Closed,C4621,-
KN KATJU MARG,sexual harassement,05:40,2020-02-03,Under Investigation,C4810,-
UTTAM NAGAR,gangrape,00:23,2020-04-26,Under Investigation,C7861,-
BINDAPUR,assualt murders,18:06,2019-11-16,Unknown,C4006,Missing information
JYOTI NAGAR,gangrape,20:50,2020-01-23,Unknown,Unknown,Missing information
G.T.B. ENCLAVE,theft,03:52,2020-02-21,Under Investigation,C6808,-
